UserId,Email,UserName,FirstName,LastName,MiddleName,Password,PhoneOne,PhoneTwo,ImageUrl,BirthDate,IsApproved,RoleId,CreatedOn,UpdatedOn,CreatedBy,UpdatedBy,IsTasker,IsEmployee,TotalReviews,AvgReviews,Skills
133,shaoaibmalik43@gmail.com,shaoaibmalik43,Shoaib,Malik,,*b5vMyuR&aMd,3022344009,,,02/11/1982,1,1,01/01/2023,01/01/2023,,,1,0,1,4,"Plumber,worker,mazdoor"
134,basitalibasit@gmail.com,basitalibasit,Basit,Ali,,8N&Ie@Q3T,3090987900,,,01/04/1991,1,1,01/01/2023,01/01/2023,,,1,0,24,4.1,"Worker,Mazdoor,Per day Worker"
135,qamarwiki11@gmail.com,qamarwiki11,Qamar,Wiki,,w1KXecv2i&,3454323206,,,09/07/1980,1,1,01/01/2023,01/01/2023,,,1,0,52,4.4,"Wordpress,wordpress expert,wordpress website developer and designer"
136,shahbazrehnan22@gmail.com,shahbazrehnan22,Shahbaz,Rehman,,aOlGMN8N,3067876545,,,11/03/1989,1,1,01/01/2023,01/01/2023,,,1,0,42,2.9,"Electrician,wiring man,electric worker"
137,shabirbilla21@gmail.com,shabirbilla21,Shabir,Billa,,%@F8KXewXoYc,3099985443,,,07/06/1996,1,1,01/01/2023,01/01/2023,,,1,0,49,4.5,"Electrician,Electric worker,Plumber"
138,aliraza54@gmail.com,aliraza54,Ali,raza,,G%%rQFmfvc@9,3334343234,,,14/06/1991,1,1,01/01/2023,01/01/2023,,,1,0,26,4.4,"Teacher,Math Teacher,Home Tutor"
139,mrali343@outlook.com,mrali343,Mr,Ali,,7lYe6eH6%2v,3089334232,,,18/11/1989,1,1,01/01/2023,01/01/2023,,,1,0,19,4.5,"Shopify developer,shopify expert,shopify theme editor"
140,kashifkh33@gmail.com,kashif33,Kashif,Khan,,^10fy+cL57Oi,3050987894,,,09/10/1993,1,1,01/01/2023,01/01/2023,,,1,0,25,3.9,"Carpenter,Wood Worker"
141,mujahidali34@gmail.com,mujahidali34,Mujahid,Ali,,(7lYe6eH6%2v,3093509893,,,09/07/1964,1,1,01/01/2023,01/01/2023,,,1,0,17,4.5,Cleaner
142,alishahid33@gmail.com,alishahid33,Ali,shahid,,@h9J91nOp+P,3054355476,,,11/08/1992,1,1,01/01/2023,01/01/2023,,,1,0,43,4.9,"Ac Washer,Electrician"
143,saimkh45@gmail.com,saimkh45,Saim,Khan,,y#BRPq5@*,3455443123,,,11/04/1995,1,1,01/01/2023,01/01/2023,,,1,0,19,4.1,"graphic designer,logo maker,logo designer"
144,aqeelkhan49@gmail.com,aqeelkhan49,Muhammad,Aqeel,,h5HQxv05q6v,3098798780,,,12/10/1995,1,1,01/01/2023,01/01/2023,,,1,0,42,4.2,"Video Editor,Movie Maker"
145,saimroy33@gmail.com,saimroy33,Saim,Roy,,mjhff44d9,3022383399,,,08/07/1992,1,1,01/01/2023,01/01/2023,,,1,0,28,4.5,"Plumber,Worker"
146,aliahmad43@gmail.com,aliahmad43,Ali,Ahmad,,y9r6TlJ1Qm,340443255,,,11/01/1995,1,1,01/01/2023,01/01/2023,,,1,0,34,4.2,Wordpress
147,amirshah22@gmail.com,amirshah22,Amir,Shah,,G%%rQFmfvc@9,3334343234,,,14/06/1991,1,1,01/01/2023,01/01/2023,,,1,0,45,4.5,"Car Washer,Car service"
148,msameer22@outlook.com,msameer22,Muhammad,Sameer,,7lYe6eH6%2v,3089844232,,,11/11/1989,1,1,01/01/2023,01/01/2023,,,1,0,17,4.5,Shopify
149,asadkh33@gmail.com,asadkh33,Asad,Khan,,kqWSHn9yN#0Y,343311335,,,07/06/1986,1,1,01/01/2023,01/01/2023,,,1,0,21,3.9,"Wordpress,Shopify"
150,nasiraw44@gmail.com,nasiraw44,Nasir,Awan,,wMqn3Nm8Ab,3062226545,,,11/03/1997,1,1,01/01/2023,01/01/2023,,,1,0,3,2.9,Painter
151,husnainali32@gmail.com,husnainali32,Husnain,Ali,,@rzVKXCp303,3001239876,,,03/05/1985,1,1,01/01/2023,01/01/2023,,,1,0,25,4.3,"Python,SQL"
152,malikrazaq90@gmail.com,malikrazaq90,Malik,Razaq,,*IDNyaJf9tg,3001244544,,,24/05/1993,1,1,01/01/2023,01/01/2023,,,1,0,23,4.5,"Django,Python,"
153,saleemgj22@gmail.com,saleemgj22,Saleem,Gujjar,,*rzujHsr8_hg,3022654809,,,12/04/1984,1,1,01/01/2023,01/01/2023,,,1,0,25,4.9,Plumber
154,rohanali6@gmail.com,rohanali6,Rohan,Ali,,gv90MCxn1#,3054343898,,,09/10/1995,1,1,01/01/2023,01/01/2023,,,1,0,23,4.3,Worker
155,sajadali08@gmail.com,sajadali08,Sajad,Ali,,1CN8ak^q@o%n,3109993206,,,18/07/1998,1,1,01/01/2023,01/01/2023,,,1,0,43,4.4,"Java,Wordpress"
156,ch44334@gmail.com,ch44334,Ch,Hassan,,CV&0Zi3*yy,3020044476,,,17/08/1995,1,1,01/01/2023,01/01/2023,,,1,0,29,4.5,Painter
157,naseemsh007@gmail.com,naseemsh007,Naseem,Shah,,Xb4behcq!3_K,3455443442,,,11/04/1985,1,1,01/01/2023,01/01/2023,,,1,0,49,4.5,"Video Editor,Movie Maker,Photo Editor"
158,tanali89@gmail.com,tanali89,Tanveer,Ali,,$^NSvG#HY@9_,3098767809,,,12/12/1977,1,1,01/01/2023,01/01/2023,,,1,0,39,4.3,"Video Editor,Movie Maker"
159,asadali989@gmail.com,asadali989,Asad,Ali,,*b5vMyuR&aMd,3022344003,,,02/11/1988,1,1,01/01/2023,01/01/2023,,,1,0,29,4.9,Plumber
160,tabish444@gmail.com,tabish444,Tabish,Hashmi,,a_OlG+MN+8N),3069876545,,,11/03/1974,1,1,01/01/2023,01/01/2023,,,1,0,35,4.8,"Electrician,wiring man,electric worker"
161,afzalkhan43@gmail.com,afzalkhan43,Afzal,khan,,8N&I_)e@)Q3T,3090987890,,,11/04/1994,1,1,01/01/2023,01/01/2023,,,1,0,33,4.5,Worker
162,ghabb543@gmail.com,ghabb543,Ghulam,Abbas,,w1KXecv+2i&,3433323206,,,09/07/1984,1,1,01/01/2023,01/01/2023,,,1,0,25,4.6,Electrician
163,hassansd23@gmail.com,hassansd23,Hassan,Sardar,,aOlG+MN+8N,3067436545,,,11/03/1993,1,1,01/01/2023,01/01/2023,,,1,0,41,4.9,Painter
164,aliblch433@gmail.com,aliblch433,Ali,Balooch,,%@F8KXewXoYc,3099987990,,,07/06/1999,1,1,01/01/2023,01/01/2023,,,1,0,34,2.3,Electrician
165,qaisarali441@gmail.com,qaisarali441,Qaisar,Ali,,10fycL57Oi,3098987892,,,09/10/1993,1,1,01/01/2023,01/01/2023,,,1,0,23,4.5,Carpenter
166,ashiqali22@gmail.com,ashiqali22,Ashiq,Ali,,7lYe6eH6%2v,3094309893,,,09/07/1964,1,1,01/01/2023,01/01/2023,,,1,0,33,3.5,Cleaner
167,aqibali33@gmail.com,aqibali33,Aqib,Ali,,h9J91nOpP,3002355476,,,11/08/1992,1,1,01/01/2023,01/01/2023,,,1,0,19,4.3,Ac Mechanic
168,arshadbh33@gmail.com,arshadbh33,Arshad,Bhatti,,y#BRPq5@*,3455443667,,,11/04/1990,1,1,01/01/2023,01/01/2023,,,1,0,22,4.7,"Web Developer,Shopify developer,wordpress developer"
169,kingkh44@gmail.com,kingkh44,King,Khan,,$h5HQxv05q6v,3098798780,,,12/10/1996,1,1,01/01/2023,01/01/2023,,,1,0,10,4.5,"Video Editor,Movie Maker"
170,mraza8977@gmail.com,mraza8977,Muhammad,Raza,,1N8akq@on,3100983206,,,18/01/1994,1,1,01/01/2023,01/01/2023,,,1,0,24,4.3,"Shopify,Java,Wordpress"
171,aounshah33@gmail.com,aounshah33,Aoun,Shah,,CV&0Zi3yy,3029870476,,,27/08/1997,1,1,01/01/2023,01/01/2023,,,1,0,59,4.5,"Painter,Wall Paint"
172,hamzaxx007@gmail.com,hamzaxx007,Hamza,Ali,,Xb4behcq!3_K,3455443442,,,01/04/1977,1,1,01/01/2023,01/01/2023,,,1,0,47,4.4,"Video Editor,Movie Maker,Photo Editor"
173,haider994@gmail.com,haider994,Haider,Ali,,$^NSvG#HY@9_,3048767999,,,12/12/1997,1,1,01/01/2023,01/01/2023,,,1,0,16,3.5,"Video Editor,Movie Maker"
174,faizanfaizi33@gmail.com,faizanfaizi33,Faizan,faizi,,*b5vMyuR&aMd,3022094003,,,02/11/1991,1,1,01/01/2023,01/01/2023,,,1,0,2,4.5,Plumber
175,arslanbut232@gmail.com,arslan232,Arslan,Butt,,8N&Ie@Q3T,3030987890,,,11/04/1994,1,1,01/01/2023,01/01/2023,,,1,0,13,4.6,Worker
176,fahadali33@gmail.com,fahadali33,Fahad,Ali,,+w1KXecv+2i&,3439923206,,,09/07/1984,1,1,01/01/2023,01/01/2023,,,1,0,17,4.5,Electrician
177,zahoreali1243@gmail.com,zahore1243,Zahore,Ali,,a_OlG+MN+8N),3067896545,,,11/03/1999,1,1,01/01/2023,01/01/2023,,,1,0,10,3.9,Painter
178,anasbalooch44@gmail.com,anasbalooch44,Anas,Balooch,,%@F8KXewXoYc,3012127990,,,07/06/1999,1,1,01/01/2023,01/01/2023,,,1,0,14,4.9,Electrician
179,Asifali098@gmail.com,Asifali098,Asif,Ali,,^10fy+cL57Oi,3097677892,,,09/10/1993,1,1,01/01/2023,01/01/2023,,,1,0,63,2.8,Carpenter
180,aryanali22@gmail.com,aryanali22,Aryan,Ali,,7lYe6eH6%2v,309909893,,,09/07/1964,1,1,01/01/2023,01/01/2023,,,1,0,47,4.4,Video Editor
181,haseebrana2@gmail.com,haseebrana2,Rana,haseeb,,@h9J91nOp+)P,3002355476,,,11/08/1992,1,1,01/01/2023,01/01/2023,,,1,0,59,4.5,Ac Mechanic
182,hashir009@gmail.com,hashir009,Hashir,Ali,,yBRPqe5@,3458973667,,,11/04/1990,1,1,01/01/2023,01/01/2023,,,1,0,42,4.6,"Web Developer,Shopify developer,wordpress developer"
183,ranaaqeel007@gmail.com,ranaaqeel007,Rana,Aqeel,,$h5HQxv05q6v,3098098780,,,01/01/1999,1,1,01/01/2023,01/01/2023,,,1,0,54,4.5,"Video Editor,Movie Maker,Video Maker,Still Photographer"
184,huzaifakhan11@gmail.com,huzaifakhan11,huzaifa,Khan,,mjhffff889,3022301239,,,08/07/1992,1,1,01/01/2023,01/01/2023,,,1,0,36,4.2,"Plumber,Worker,sanitary worker,sanitary cleaner"
185,irfangujjar33@gmail.com,irfangujjar33,Irfan,Gujjar,,y9+r6TlJ1#Qm,3404438889,,,11/01/1994,1,1,01/01/2023,01/01/2023,,,1,0,10,4.9,"Mazdor,Mistry,Worker"
186,junaidrana33@gmail.com,junaidrana33,Junaid,Rana,,kqWSHn9yN#0Y,344499206,,,07/06/1993,1,1,01/01/2023,01/01/2023,,,1,0,4,3.1,"Wordpress developer,wordpress expert,Web Designer,web developer"
187,maazbutt03@gmail.com,maazbutt03,Maaz,Butt,,ZwMqn3Nm_8Ab,3065446545,,,11/03/1992,1,1,01/01/2023,01/01/2023,,,1,0,39,2.9,"Painter,door and wall painter,paint worker"
188,mohsinali44@gmail.com,mohsinali44,Mohsin,Ali,,@rzVKXCp303,3233239876,,,03/05/1989,1,1,01/01/2023,01/01/2023,,,1,0,42,4.7,"Java developer,Python programmer,python developer,Coder"
189,nabeelshah12@gmail.com,nabeelshah12,Nabeel,Shah,,*IDNyaJ(f9tg,3001239336,,,24/05/1994,1,1,01/01/2023,01/01/2023,,,1,0,21,4.1,"Machine Learning engineer,Python developer,Ruby on rails,data scientist"
190,wasifali33@outlook.com,wasifali33,Wasif,Ali,,*rzujHsr8_hg,3011444876,,,12/04/1993,1,1,01/01/2023,01/01/2023,,,1,0,9,4.9,"Plumber,Electrician,electric worker,sanitary worker"
191,owaisali007@gmail.com,owaisali007,Owais,Ali,,)gv90MCxn1)#,3054348765,,,09/11/1992,1,1,01/01/2023,01/01/2023,,,1,0,69,3.4,"Worker,Mazdoor,Mazdor,cleaner"
192,rayanali43@gmail.com,rayanali43,Rayan,Ali,,1CN8ak^q@o%n,3191234206,,,18/07/1999,1,1,01/01/2023,01/01/2023,,,1,0,28,3.2,"gardner,gate keeper"
193,rizwanhaider78@gmail.com,rizwanhaider78,Rizwan,Haider,,CV&0Zi3*yy,3022876876,,,07/08/1992,1,1,01/01/2023,01/01/2023,,,1,0,20,4.3,Painter
194,rohanash44@gmail.com,rohanash44,Rohan,Ashraf,,Xb4behcq!3_K,3478543442,,,11/04/1977,1,1,01/01/2023,01/01/2023,,,1,0,14,4.9,"Video Editor,Camera Man,Movie Maker,still photographer,photo editor"
195,waqarviki123@gmail.com,waqarviki123,Waqar,Viki,,$^NSvG#HY@9_,3098093876,,,12/12/1998,1,1,01/01/2023,01/01/2023,,,1,0,48,3.4,"Video maker,Video Editor,Adobe Expert"
196,sajidali901@gmail.com,sajidali901,Sajid,Ali,,*b5vMyuR&aMd,3022387659,,,02/03/1989,1,1,01/01/2023,01/01/2023,,,1,0,19,3.9,"Plumber,worker,mazdoor"
197,saqibrana44@gmail.com,saqibrana44,Saqib,Rana,,8N&I_)e@)Q3T,3090787890,,,01/04/1997,1,1,01/01/2023,01/01/2023,,,1,0,14,4.2,"Worker,Mazdoor,Per day Worker"
198,shahzaibraza22@gmail.com,shahzaibraza22,Shahzaib,Raza,,w1KXecv+2i&,3434523206,,,09/07/1984,1,1,01/01/2023,01/01/2023,,,1,0,25,4.5,"Wordpress,wordpress expert,wordpress website developer and designer"
199,shayanriaz33@gmail.com,shayanriaz33,Shayan,Riaz,,%@F8KXewXoYc,3099987673,,,07/06/1976,1,1,01/01/2023,01/01/2023,,,1,0,19,4.9,"Electrician,Electric worker,Plumber"
200,arifali22@gmail.com,arifali22,Arif,Ali,,%@F8KXewXoYc,3099987673,,,07/06/1976,1,1,01/01/2023,01/01/2023,,,1,0,10,3.5,"Electrician,Electric worker,Plumber"
201,haseebrali223@gmail.com,haseebrali223,Haseeb,Ali,,@h9J91nOp+)P,3002355476,,,11/08/1992,1,1,01/01/2023,01/01/2023,,,1,0,59,3.8,Ac Mechanic
202,sufyansufi78@gmail.com,sufyansufi78,Sufyan,Sufi,,G%%rQFmfvc@9,3334343874,,,14/06/1993,1,1,01/01/2023,01/01/2023,,,1,0,23,3.5,"Teacher,English Teacher,Home Tutor"
